date,gclId
1712383968709,EAIaIQobChMIkeLTgfeshQMVr0CdCR0tkg5VEAEYASAAEgLUXfD_BwE
1712423117297,EAIaIQobChMI4cuq_oiuhQMVSl8IBB0pcQvAEAEYASAAEgJebPD_BwE
